Date_TimeUTC,SSH,SST,Temp,Bar_Press,Residuals,Adj_Res,Wind_Dir,Wind_Gust,Wind_Sp,Solomon_Islands
01/01/13 00:00,0.796,30.1,25.4,1009,-0.014,-0.056,209,6.7,1.4,
01/01/13 01:00,0.788,30.1,27.3,1008.3,-0.04,-0.082,174,4.3,2.7,
01/01/13 02:00,0.812,30.1,28.2,1007.3,-0.046,-0.096,310,3.5,1.2,
01/01/13 03:00,0.886,30.1,28.3,1006.1,-0.015,-0.075,344,2.6,1.6,
01/01/13 04:00,0.952,30.1,28.1,1005,-0.004,-0.077,347,2.9,2.2,
01/01/13 05:00,1.019,30.1,28.3,1004.5,0.008,-0.075,331,4,3.3,
01/01/13 06:00,1.064,30.1,28.9,1004.7,0.019,-0.068,329,4.9,3.7,
01/01/13 07:00,1.04,30.1,28.7,1005.7,0.004,-0.081,339,5.5,3.8,
01/01/13 08:00,0.959,30.1,28.6,1006.7,-0.023,-0.096,330,5.9,4.9,
01/01/13 09:00,0.87,30.1,28.1,1007.1,-0.012,-0.077,244,5.8,1.4,
01/01/13 10:00,0.778,30.1,27.3,1007.9,0.031,-0.03,209,2.2,1.1,
01/01/13 11:00,0.652,30.1,26.7,1008.2,0.043,-0.01,196,3,1.5,
01/01/13 12:00,0.504,30.1,26.6,1008.3,0.006,-0.044,195,3.5,2.1,
01/01/13 13:00,0.388,30.1,26.3,1008,-0.039,-0.088,193,4.3,3.2,
01/01/13 14:00,0.338,30.1,26.2,1007.3,-0.052,-0.105,192,5,3.2,
01/01/13 15:00,0.354,30.1,25.9,1006.7,-0.031,-0.09,155,4.7,1.7,
01/01/13 16:00,0.412,30.1,25.7,1006.2,-0.007,-0.073,202,3.1,1.9,
01/01/13 17:00,0.492,30.1,25.6,1005.8,0.002,-0.069,189,4.3,2.8,
01/01/13 18:00,0.607,30.1,25.6,1005.8,0.028,-0.046,194,4.7,2.8,
01/01/13 19:00,0.697,30.1,25.5,1005.8,0.032,-0.042,187,5,3,
01/01/13 20:00,0.725,30.1,25.9,1006.7,-0.016,-0.09,194,4.9,3.1,
01/01/13 21:00,0.776,30.1,28,1007.2,-0.026,-0.091,183,4.9,3.2,
01/01/13 22:00,0.842,30.1,29.7,1007.5,0.011,-0.049,198,3.7,1.3,
01/01/13 23:00,0.875,30.1,28.8,1007.3,0.044,-0.013,27,2.3,1.7,
02/01/13 00:00,0.846,30.1,28.9,1006.7,0.022,-0.038,27,2.3,1.4,
02/01/13 01:00,0.803,30.1,29,1006.1,-0.024,-0.09,28,2.9,2,
02/01/13 02:00,0.804,29.5,29.4,1005.4,-0.041,-0.112,10,2.5,1.9,
02/01/13 03:00,0.853,29.5,29.5,1004.7,-0.019,-0.098,319,2.4,1.8,
02/01/13 04:00,0.902,29.4,29.4,1004.4,-0.008,-0.093,347,3.7,2.5,
02/01/13 05:00,0.959,29.4,29.3,1004.2,0.006,-0.083,360,3.2,2.1,
